ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,Month,Year
7.809631898,143.4537313,19942.27322,5.890754583,288.0521917,427.1306715,22.46989199,53.12409422,2.907563915,0,9,2009
6.652488091,198.6143947,24683.72357,6.110612421,339.7519188,396.8769491,16.47196935,30.38331457,4.324004646,0,10,2021
9.147197055,233.8589957,11703.92391,4.599387943,340.3903784,349.3996325,18.33889255,42.67746528,3.510004045,0,2,2020
10.56074464,194.8740654,16658.8765,7.993829562,381.6493229,335.1203984,10.1805138,59.57271371,4.434820258,0,7,2017
7.484254838,238.6899285,28780.34043,6.814028701,324.8930378,332.0327063,11.0931634,66.13804475,5.182590704,0,12,2008
8.520806573,202.817483,9973.934059,6.882248307,300.0442343,333.1924699,23.91760126,71.83362396,4.69070723,0,4,2017
4.999413811,183.3494541,21568.42878,4.731348985,348.3594482,403.9441682,18.66822946,66.91240003,4.542801462,0,2,2009
3.906078355,216.8504739,35606.44018,7.184351089,327.6505425,504.6382604,16.14079002,77.53618352,4.137739016,0,6,2011
6.391353624,209.638293,10575.18628,4.462707246,384.9437789,391.1843151,13.28533392,87.39088898,3.195710328,0,2,2011
8.692092013,173.3754984,15758.74062,5.570783575,374.4335045,323.8079132,10.09086975,78.47278445,3.999775382,0,5,2008
8.085759801,129.8905723,34415.85315,6.32192899,326.9615176,470.3291685,18.59940992,72.40363387,4.405586,0,2,2022
6.203977702,200.1914004,21536.22469,4.915101055,349.2692713,404.7177992,13.76832331,47.93087188,3.626135442,0,3,2012
5.058108869,168.3884308,27492.30731,7.046224798,277.5990986,383.79502,16.18206649,75.72943389,3.048057223,0,8,2020
7.261550522,100.4576151,12013.55063,5.212314602,297.0781535,605.2201244,9.61134874,66.08417364,2.447444464,0,8,2010
7.160467231,145.0101719,19871.78845,4.96106638,300.131272,545.9749938,10.94202426,71.72741406,3.742090426,0,9,2015
5.704764776,211.7141418,11920.61084,7.230794769,344.4423937,527.70891,18.27531211,47.63488493,3.794531591,0,8,2019
6.217273135,181.8933656,21783.65103,6.991259996,286.5228468,456.5564021,16.48283537,34.25204908,3.96468635,0,3,2012
8.67993497,260.0921726,30616.61515,9.379133541,326.6940179,404.6707773,15.93448387,66.62102655,4.781188177,0,7,2011
6.897322141,238.3351125,28779.65001,8.282808465,314.7995983,481.3188027,6.016336609,39.09117136,3.94060453,0,5,2021
3.514545529,190.2870501,24323.8659,7.230164127,376.9379723,405.330482,8.236557503,99.42738492,4.460683932,0,3,2013
3.722500486,157.8011936,16963.62501,8.33561855,311.4526625,360.9959945,12.82386095,71.7170051,4.405385706,0,2,2013
6.455004797,155.0557268,20557.24043,8.18731905,383.6571521,290.1809831,16.62225518,59.62205746,4.08990769,0,3,2016
7.316804754,233.402835,32144.79993,6.994839617,266.9084283,269.4490512,9.6541256,63.74306384,3.902879712,0,7,2011
1.844538366,213.0178297,20965.47831,5.375559892,350.4452927,369.3381209,13.75810517,17.91572257,3.923749169,0,4,2018
5.519125656,229.4856937,35729.69271,8.810843045,329.178429,296.3975472,16.92709218,48.44072487,3.855602212,0,11,2017
7.408985467,195.1437388,24656.23968,8.231900338,398.6477857,398.345418,12.38077079,78.27505004,4.477960248,0,11,2013
5.976769618,127.7396738,32653.91036,6.53423741,377.4045382,416.2396301,11.11965925,63.87381995,4.068688909,0,3,2008
6.395359132,212.3066183,21815.07415,7.873991885,329.2803146,362.1080043,14.93301266,76.52179975,5.215689206,0,7,2017
6.20964226,238.5693804,34873.93452,8.983276144,357.303221,669.7250862,13.35318143,67.86996368,5.106655774,0,9,2010
6.762832522,103.4647587,27420.16742,8.417305032,373.5532353,485.9745005,11.35113273,49.89840564,4.620793452,0,2,2019
9.918717064,211.200526,12830.48413,4.502117034,304.2831932,333.329848,16.04514848,50.99300645,3.439740042,0,2,2011
10.15544017,179.8897882,24964.7777,5.837086493,329.2318529,501.1827807,17.28771328,90.03537367,3.636364183,0,3,2015
8.721726711,183.08931,6743.346066,3.803036424,341.9872341,428.0363444,9.79962469,48.14703125,3.884891044,0,6,2020
6.099646705,116.2993299,33223.58153,7.05050316,280.6032867,504.378681,9.001820488,57.89707471,4.157533407,0,2,2010
9.02678772,130.9444639,19460.38282,7.092462955,289.7686966,556.65371,14.08360835,69.90790245,5.325833446,0,12,2015
6.953371603,242.2286673,22984.05095,7.518764659,320.4214322,352.9425881,18.70440906,49.35200148,3.873470298,0,11,2007
6.140877557,219.3009142,14859.46642,5.598326766,297.2067392,425.2135748,15.77183437,90.52332986,4.655916599,0,2,2016
7.077874007,211.3601667,25650.77764,6.766009907,308.3985155,383.0143102,13.93478804,79.85092857,5.02278363,0,10,2018
5.488314309,158.7320758,23029.66361,6.821679099,329.0397102,307.379142,9.712231911,50.5779791,3.762615331,0,6,2020
7.205559175,163.6397469,37962.16799,6.684570274,358.847115,467.5629729,14.56726886,57.72972383,3.662837732,0,12,2019
9.177869866,176.6839728,24468.04839,5.756930039,334.0411862,477.5813462,16.24550434,69.50921982,2.293431406,0,11,2017
4.270716195,217.522862,31903.39981,9.865047503,348.4081949,425.9134002,8.992754272,54.29944409,3.50837265,0,10,2017
7.348844512,233.7643427,28689.59578,7.7244323,347.9304004,410.3872638,15.6118593,81.10693773,5.013463351,0,8,2016
8.52616987,168.728583,12531.60192,7.730722948,308.1426389,443.5703721,18.0990781,82.46979843,3.75899586,0,10,2016
2.612035915,204.9617498,9566.12227,6.505923139,332.2393595,504.1459941,11.53214401,95.02660928,3.772420928,0,12,2022
8.490571562,258.952732,27267.98186,7.648599331,346.4032581,514.1189201,12.25679025,70.54738691,2.994671096,0,3,2020
8.858401531,133.8342291,23827.27502,5.127746861,426.5435898,573.4002951,9.833874585,64.81225738,4.191217515,0,5,2014
6.098156521,195.4177209,13116.70771,7.879347671,349.1559987,417.241656,7.507662315,59.29227327,3.612519615,0,3,2016
8.419970682,232.0751766,27159.38435,7.884990658,357.2267095,465.4137746,13.86396488,67.91978869,4.916579161,0,12,2022
9.286155021,199.1812511,21470.27831,6.79984141,358.7247021,430.5077069,15.96604294,42.38148394,3.385508444,0,9,2015
7.875895135,300.2924758,12652.36298,6.655126363,361.9029262,487.459131,9.347633986,69.10983568,5.00246726,0,9,2010
7.725332908,206.3696824,28608.05208,6.325442404,241.6075323,506.9383527,13.55375101,55.29428327,2.555026904,0,1,2017
3.388090611,197.9797828,17153.30616,7.659203939,307.3970883,575.1146944,11.87098148,93.13800948,4.383921814,0,3,2011
6.745306715,199.1078856,29721.91163,6.869690215,369.3100078,420.7095912,9.226618665,59.12445085,3.355164642,0,4,2009
7.183825723,237.9199268,20416.841,8.457830699,369.2642227,291.1048366,19.27005426,55.95800559,3.172789769,0,1,2007
10.1119767,253.2170742,27965.07215,6.588374366,369.5312064,588.3196505,16.14573205,41.26364788,2.019042018,0,6,2015
7.397413299,203.1465468,11609.10905,5.495737655,433.9522119,551.1433372,9.387781276,90.29777033,3.651865808,0,4,2012
7.812804388,197.8760897,26687.87448,7.587196418,362.30018,548.0727613,15.83633021,88.28734556,5.359460295,0,3,2017
6.877456933,220.6705396,23873.37821,6.181839616,326.6623683,333.0507859,10.66179894,63.73373237,4.764508265,0,1,2016
7.521051679,135.8023617,21485.1532,8.187415791,240.9367221,441.3311375,14.86026268,62.43092616,5.066786272,0,1,2019
8.550875469,120.3276153,24627.86756,6.202469332,320.115497,418.4332899,13.64314709,54.47483954,3.710053126,0,3,2019
10.30847766,163.2748283,20868.33122,7.726040434,275.9082279,426.9943932,10.2142746,73.71552202,3.108769988,0,11,2014
7.371085073,166.8377085,24405.25053,7.391510138,399.5831549,349.5189104,13.47852645,52.37220111,3.763905903,0,5,2012
11.18069466,223.2649397,11519.04653,8.88955868,379.5277063,494.1584341,18.14537425,103.1504626,4.880875156,0,6,2019
6.506487767,175.6128363,11837.12336,7.483708838,319.3067851,474.2404823,21.84591625,49.52376998,5.083014142,0,2,2010
6.643935775,169.0419175,36152.8209,8.330388898,305.8285533,590.7487872,17.69511436,62.42163706,3.995973787,0,7,2007
5.03377399,188.8041257,34798.25259,6.796439154,334.4385388,468.0802666,13.17076321,69.61584964,4.76520537,0,10,2007
6.912607562,204.1236484,22989.79639,8.270792937,327.118824,435.0008983,17.08424565,78.10854982,3.875556805,0,6,2018
7.977635991,213.5419323,22539.71161,6.957204179,344.1611343,463.3988471,11.62301916,73.42463246,3.398592587,0,2,2007
6.078335837,254.6175187,9624.300462,7.954015627,352.7021822,344.3033625,7.935467758,48.78311166,5.525726338,0,4,2010
6.242414484,189.995846,27776.90105,6.443097878,338.2138034,245.859632,14.63688226,63.12804403,3.977362364,0,8,2018
6.06335479,185.7189888,13237.9896,3.998265841,311.598136,463.6472774,17.20956506,60.48388466,3.962478314,0,12,2013
8.129585514,222.6615514,12311.26837,7.289866041,325.9065618,353.7401,14.17176257,82.38787399,5.23998187,0,9,2011
9.562405944,226.2847878,12710.24945,7.303126583,359.2685426,445.3741474,6.063461913,74.08607997,4.238589203,0,7,2017
8.167792632,252.2654912,36477.73811,8.386761008,333.1483177,339.4113267,17.48584425,67.0555584,3.724836704,0,11,2012
8.594416135,212.0289445,20230.12558,8.56978153,358.5662821,353.9129274,18.20833967,82.0251158,2.798600948,0,8,2019
6.825467901,218.424637,21871.8387,7.165509192,297.0093194,373.0501016,16.82661946,61.11114634,3.90235259,0,9,2009
7.861177701,190.4238985,28062.64189,9.615147027,290.2898943,263.7719135,13.4452252,81.19341217,5.629015636,0,7,2008
4.96577356,261.8507998,14100.96899,9.008495194,322.062447,290.4238384,17.14990713,49.56196889,4.597165512,0,12,2019
6.207432968,240.4321002,15331.30269,5.392651282,340.1060278,403.0418101,16.13112429,72.37690878,3.425763242,0,8,2012
9.769251006,122.5410399,8855.114121,6.888688939,343.6358213,489.8516004,13.3659062,57.03778017,3.14915751,0,7,2016
9.63066548,196.583886,42550.84182,7.33464764,308.5648863,442.5457745,14.66691724,73.14946432,6.204846359,0,9,2020
5.187471605,136.8792139,27433.58729,7.091521514,384.8553815,342.1963466,18.40384583,59.57603991,3.827650072,0,4,2019
7.633570088,146.9702452,16367.45837,7.687037186,340.2731714,468.9450148,18.60138073,84.19860653,4.664350321,0,8,2022
5.77119905,230.8094825,27418.78104,7.136498392,367.9755579,274.6605966,9.5785846,67.72070438,4.197595209,0,5,2012
6.579969329,267.0596474,26865.37374,10.44945031,328.282029,505.7093717,16.23774577,110.7392993,2.880785347,0,5,2014
4.801154368,231.2487868,28918.41995,7.822528491,277.9517037,432.28527,16.26629669,46.20574791,3.772886607,0,2,2022
7.948815718,217.2197464,27653.23518,8.912266341,339.9839346,382.9515048,6.580401551,64.2039637,3.285077052,0,12,2007
6.906992172,252.670469,29368.67418,9.906146627,384.5648525,465.2166206,13.22103363,63.19330599,5.052736766,0,1,2019
8.461330874,207.7168244,24913.83717,9.616330437,352.3065857,363.1685384,11.54266178,55.50746847,4.412589537,0,9,2012
7.726134808,228.3008604,16600.39275,6.094000531,355.2659229,504.0505391,15.03504691,23.8170199,3.809841654,0,7,2021
8.927078148,202.2859379,17087.0769,6.201982767,267.6368856,481.7719343,16.53518593,41.86595951,3.548775589,0,6,2013
6.20801554,151.8896001,10909.19459,3.749625148,347.0622407,437.9090052,15.26474235,60.93948098,3.812952926,0,3,2017
6.128425635,155.3214775,34971.80748,7.121477448,372.6002964,500.6373262,18.31249854,69.03845387,3.244948477,0,9,2012
7.308048848,155.7404952,17973.17886,4.916302562,292.5158245,439.6480512,18.38071193,81.3907585,2.612248953,0,3,2017
8.640886409,245.8951304,32170.06916,9.635636083,298.3794584,473.6624528,11.7283382,63.54899266,3.5521295,0,2,2007
8.153210075,197.5019119,35957.79218,8.130472208,340.9836834,360.0604774,20.09841289,66.23143554,4.201580906,0,5,2017
8.29372011,191.9087295,28149.41179,7.1304368,368.8210368,448.2425267,19.37009087,54.96128525,4.508705098,0,3,2010
9.489972878,160.7673113,14775.1456,7.484103647,297.6555749,327.2702387,12.30901596,58.75220132,3.467336915,0,1,2020
7.830976343,177.8989666,27834.2177,9.006007747,348.8681541,397.0214276,15.93626168,86.16729829,3.362537135,0,3,2017
4.430281212,202.0136426,13041.82914,5.820655208,424.7879959,433.3816667,14.13906591,53.90817735,3.762719837,0,12,2011
7.240739639,200.9137547,27141.3629,7.262416639,345.7516385,525.5987875,16.142284,60.48503329,4.289395484,0,2,2013
6.867301322,270.0227059,15791.67535,5.912690624,380.576472,672.5569992,20.18405147,71.96926138,3.568991708,0,3,2022
6.129637015,167.3861273,20944.62081,4.963124049,305.7949503,566.339294,11.3188066,52.64545853,3.679795035,0,3,2020
7.917049443,187.0517097,46140.12685,6.137757462,279.7824004,373.4272355,12.60638165,89.99757422,3.027449578,0,10,2010
6.511618075,204.2742411,25145.02412,7.923315375,319.5764202,469.4869612,15.99341035,98.65664588,4.157656628,0,2,2009
5.323815584,220.8486386,21802.7449,6.250578031,363.0057551,386.4133315,18.03523754,100.242706,3.421766849,0,4,2018
6.769572869,192.9370271,13442.60347,5.81902294,299.6446114,533.7958508,14.68753934,85.68830345,3.549298841,0,11,2015
5.87797404,157.0012874,20067.10533,8.071051029,312.2470431,490.9097122,17.32294643,73.74971647,4.417559791,0,5,2010
9.534021716,264.2656543,8471.677381,8.349709767,338.2295973,353.1964755,15.04708691,62.02818652,4.636556195,0,3,2008
6.340027628,152.8624335,23641.70257,6.92570608,316.9186485,417.1670729,16.67018392,67.30404028,4.920091158,0,9,2020
8.66159243,104.752425,20060.07873,6.913910914,271.6705616,368.8154286,15.14034849,61.12264363,3.203257896,0,10,2007
5.653506135,199.6529996,16312.15497,9.900546897,351.5554822,420.5341718,10.53939227,67.12516778,2.927066767,0,8,2018
6.626012184,155.0508931,24909.44401,6.53126127,297.0841735,313.7019343,11.704789,61.88663599,4.688959065,0,2,2013
7.793833573,197.2269809,17657.08418,4.506293474,261.4447977,254.3932756,9.847655276,36.57803789,4.575931872,0,10,2013
7.59312765,180.7728708,13556.7344,8.977286381,315.1861206,587.3950117,12.40136807,64.94900818,4.418638132,0,8,2021
7.362736502,238.2364097,19129.45837,5.851964962,315.9011216,434.6554586,8.663293701,75.85706782,3.692250861,0,10,2016
9.320305445,216.7852908,19991.23915,7.302351651,258.3128794,356.4591369,9.614106025,62.71819917,2.124759352,0,8,2013
3.719791644,281.268667,22452.09081,6.773698986,390.1042229,395.3417753,14.90308047,50.69392671,4.444350199,0,7,2017
6.655605026,190.7794599,12224.31051,4.646211053,336.9729496,399.2713589,11.87679667,62.76552953,3.463172548,0,4,2008
9.868877881,212.5813664,34406.77645,8.679151556,385.5056354,477.3433686,13.80171218,68.93722695,3.771944146,0,2,2011
5.590614436,233.9478637,21667.86874,6.313181872,352.563987,472.2589937,14.39986002,40.51417236,3.720636904,0,3,2016
5.554436511,247.6615733,19549.49934,8.76967029,335.8458627,438.8657751,16.62465362,68.66492348,3.777737414,0,4,2009
4.126528715,241.875105,22821.25438,8.549738274,300.5006892,380.1972,10.85928728,70.58060723,4.601860959,0,8,2020
5.970035657,153.2211063,17358.79637,8.214938853,259.3733218,481.1956735,14.27409228,90.61935439,4.334615732,0,6,2009
8.369154354,141.4924095,9615.83271,7.62791913,397.4319622,415.0087369,16.43584291,79.95451096,4.633823862,0,1,2017
6.284248242,202.2548328,11981.74019,9.189106138,351.9607232,416.5889058,14.07922835,77.52994451,2.678910713,0,4,2021
11.26782838,274.7049505,14600.53952,8.105802882,313.7765458,415.6072778,16.7616247,72.69624049,3.696119712,0,9,2012
9.298018008,170.0992357,39906.19027,6.554996213,295.2368921,515.386742,13.51607813,81.42717402,4.353238589,0,7,2013
7.895469246,201.5687241,26473.71324,6.967094562,282.5398923,309.9832868,17.66508338,85.0095059,5.263101572,0,9,2014
7.947485786,205.5094572,20406.92767,6.810069235,351.5974227,482.3300548,12.33777643,63.04250092,4.102529482,0,6,2008
10.02615916,127.1448918,10280.9295,5.828357794,330.3615123,487.9083272,11.94347658,62.6502355,2.905788134,0,7,2007
6.48819324,206.1604149,35216.38597,6.440999766,380.2014982,399.4836212,16.06566794,48.65189043,3.954715283,0,1,2010
5.869736755,233.850345,21136.28676,6.689877625,383.9625918,332.7375865,9.745282009,65.30441362,3.310858508,0,12,2019
5.30414266,237.6773831,26009.07526,7.074531321,234.8526993,344.7679244,14.44223828,79.55361207,3.706601792,0,2,2010
7.533614823,234.0699652,15513.74038,4.735332224,296.2388769,277.9700697,16.69821637,56.83960203,4.219967522,0,11,2008
4.077607725,190.7990441,7695.063935,4.845205476,298.576676,507.4454883,15.52665845,52.43761714,4.588784657,0,3,2014
7.086168401,139.6857588,28862.25717,8.961372377,323.1557769,434.7812671,17.29929446,55.31001941,4.384565156,0,2,2014
6.271012171,201.1868045,23783.09956,7.75128544,311.7262883,579.2203941,13.4863791,62.00157128,3.556297467,0,1,2015
7.957768344,260.2053596,19517.7248,8.764168678,330.0235306,251.0208987,12.80458815,67.90725801,3.665521764,0,12,2008
8.875642278,174.1849764,24112.15347,5.529942236,350.4879387,484.1229389,11.482687,80.67031136,3.82359504,0,2,2016
6.613709118,200.2781822,30989.94841,8.830102319,339.0238982,341.3885767,9.300117278,72.46576277,4.615886181,0,7,2007
7.735705022,278.056321,27192.28056,9.220128211,378.5603036,358.7817362,15.05431287,87.82258511,3.659484625,0,8,2021
9.925041328,181.8734217,29136.81462,7.685775096,333.3344693,475.3413507,12.32123216,85.78510284,4.850433708,0,3,2013
9.00258311,232.36858,37625.75268,8.879822934,325.2288808,580.8977004,12.29380305,76.28807631,2.880721846,0,8,2019
5.095766465,168.9370725,11067.18115,7.121263609,355.4730347,289.5424601,18.54590296,51.83094808,5.22054027,0,8,2022
8.594677108,141.6152867,13652.2932,5.701659125,286.4892804,538.4954044,12.03404227,64.67891377,4.032259504,0,2,2015
7.083779061,201.955208,9472.61492,6.105708489,332.0026304,259.6368031,15.62561667,82.8375829,2.768238928,0,3,2014
7.682872498,225.0281485,45222.50667,5.809031562,416.0834805,435.5004571,11.38593727,38.6049369,3.686001324,0,7,2011
6.419772474,284.0983515,27088.47646,7.897856522,342.5480142,512.2773101,16.91214158,71.70430486,3.67043101,0,10,2013
4.443238899,146.5902323,16462.46009,6.501596205,310.5833739,272.4405583,13.79526446,70.0705141,5.198985504,0,1,2012
6.978664262,112.2994855,25839.8941,7.658746878,300.150377,327.2480786,19.40914656,76.9927158,4.194313129,0,9,2013
6.623613566,176.8664829,18344.68036,7.567676884,187.1707144,371.216973,9.039042454,87.27337543,4.172935335,0,1,2020
3.664710562,261.5661726,18371.0572,6.297542536,287.0856791,387.6295723,16.57598077,86.43365536,3.377337638,0,2,2015
4.814135621,185.692181,16268.44861,5.317019275,373.1653628,419.2584481,16.02424609,39.55424883,4.408513182,0,7,2021
5.779673705,129.8238585,16002.13832,4.405034532,297.8130845,499.8441671,13.0768589,87.02941032,4.205809732,0,9,2019
6.937818783,248.8592673,23590.93213,7.683742221,323.1990765,427.4959312,20.39378167,58.92772621,2.718397734,0,6,2009
7.436782609,216.4411715,20571.84571,8.984236816,308.4826954,336.8314548,17.74599613,25.52526693,2.951644715,0,12,2013
4.723312573,214.1662353,15326.85591,3.35159782,374.2329606,424.2928308,19.18844138,83.92316815,3.355489791,0,4,2015
9.380658051,229.1921395,35370.73552,7.98964067,278.7422964,469.4130904,13.28155615,63.01601758,4.726845017,0,5,2013
7.810144933,229.1228286,31344.46039,7.761431064,366.871502,306.872526,13.97480047,56.63581132,2.095914087,0,11,2008
9.436637164,125.4748835,11215.9459,5.366011336,375.1473148,445.2414569,18.57592068,65.36345158,4.460200984,0,3,2019
9.406325753,230.4493293,16324.1152,5.293918607,432.556385,327.786642,13.32598708,97.11286019,5.428674072,0,1,2012
6.321259315,229.7713495,16162.26231,4.933662227,360.668259,448.8460364,8.816486899,77.82273707,4.600927569,0,9,2009
4.705356496,183.5003784,12975.90033,6.600853064,323.1092851,493.4654399,12.98710649,86.9901344,3.629749331,0,12,2015
8.896418988,190.0176486,12206.68121,7.910711202,279.7768565,395.2610634,13.24613956,61.11551322,3.377132289,0,9,2007
6.581878202,161.8963622,6040.369868,7.20541412,343.233977,316.5358711,11.76830935,49.5743083,4.153347001,0,11,2012
6.755145902,163.0388346,13990.5134,4.24970162,247.3354119,399.4773578,15.36588356,35.82455649,3.681324244,0,8,2010
9.445129838,154.2657803,7769.616119,7.205262042,293.3098537,407.7322172,16.42004096,71.11989017,4.2369473,0,3,2011
9.024845037,269.809407,34440.77343,6.95828321,192.0335917,425.627814,13.74926131,63.90228825,3.70085384,0,2,2015
6.80011909,224.2663577,14962.17783,7.428313128,320.1021726,517.5128415,18.85851888,84.57886851,4.182277582,0,4,2017
7.174135163,225.4819088,34864.42789,8.951692285,352.3534309,324.5098409,12.6965448,60.55969904,4.592073571,0,9,2009
7.657991237,207.7254552,22244.21824,6.59776434,180.2067464,465.6164808,14.83810023,52.57886002,4.689315048,0,2,2020
8.322986672,220.8137025,21410.31962,6.324879789,350.401849,382.197839,9.500295529,53.18591655,3.659974812,0,6,2021
5.934279093,160.9683582,25299.51156,6.28604311,318.4272408,497.7903905,15.01303033,74.2992498,4.165723664,0,10,2013
9.802720782,186.9182451,11642.72754,5.890684294,328.6806496,363.5063443,10.7401459,63.04277916,3.462763987,0,3,2018
6.101955231,207.8380479,18194.95414,7.923973951,291.9800835,288.3651931,13.30669203,59.46266898,2.758658531,0,10,2011
4.997770601,105.8592636,37928.14218,5.609440346,243.4859418,358.8887676,12.20710849,55.69739952,3.87385335,0,10,2007
4.815766791,189.1453777,4304.492483,3.615890517,327.922751,400.9043497,12.99301224,61.42518695,3.416539753,0,10,2019
6.548020558,213.444685,24846.14187,8.372997049,259.9799662,543.3917436,17.91652637,86.19163513,5.303581361,0,7,2020
13.17540172,276.7335689,17162.39842,7.841541553,274.9043512,514.421722,14.5297793,94.1603073,3.450745892,0,6,2014
6.618010906,228.9215872,28487.7086,5.31873198,255.0431936,474.772519,14.68397047,61.8020951,4.006991559,0,6,2020
7.788054733,192.447171,18257.56927,7.472249066,377.2411613,462.4024491,13.93214538,92.97576168,4.358298341,0,8,2016
5.191834327,141.1289215,25648.5695,7.222971557,390.596392,374.7703158,14.03826326,56.34768853,3.539771111,0,3,2016
5.626339528,137.3181658,16723.97724,7.675826174,275.7673211,595.3292635,18.75613937,65.99571677,2.148611536,0,3,2015
6.869638941,238.7133934,10704.60318,6.110019418,372.9274557,405.9001841,13.55036657,65.02122897,4.703803489,0,11,2013
9.058628424,202.9907653,19523.12486,7.244753274,312.9827267,366.4917287,15.68940449,75.10180148,4.904837415,0,3,2007
7.291888325,273.4084481,26307.29845,10.2198041,355.4887658,513.8775793,18.27241832,47.40266587,4.35219347,0,6,2009
7.275908774,263.7645927,23220.12061,6.394463065,298.7372193,588.8527329,13.579996,64.8727034,4.754072499,0,7,2017
6.512737124,112.820254,8580.245561,4.210284081,377.1289704,434.7477154,23.39951606,83.1632417,3.887680685,0,2,2017
